8.3517 	WARNING 	User requested fullscreen with size [1707 1067], but screen is actually [1920, 1080]. Using actual size
10.3786 	EXP 	Created text_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_7', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='The End', units='height', win=Window(...), wrapWidth=1)
0.0014 	EXP 	result_box: autoLog = True
0.0038 	EXP 	text: autoDraw = True
2.3847 	DATA 	Mouse: Left button down, pos=(826,687)
2.5379 	DATA 	Mouse:  Left button up, pos=(826,687)
2.8028 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
2.8031 	EXP 	New trial (rep=0, index=0): None
2.8034 	EXP 	Created sequence: sequential, trialTypes=1, nReps=15, seed=None
2.8036 	EXP 	New trial (rep=0, index=0): None
2.8055 	DATA 	Keypress: space
2.8075 	EXP 	text: autoDraw = False
2.8075 	EXP 	text_2: autoDraw = True
3.8068 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
3.8071 	EXP 	New trial (rep=0, index=0): None
3.9120 	EXP 	text_2: autoDraw = False
3.9120 	EXP 	digit: height = 0.5
3.9120 	EXP 	digit: height = 0.5
3.9120 	EXP 	digit: height = 0.5
3.9120 	EXP 	digit: text = '2'
3.9120 	EXP 	digit: autoDraw = True
4.8131 	EXP 	digit: autoDraw = False
4.8131 	EXP 	text_3: autoDraw = True
4.9035 	EXP 	New trial (rep=1, index=0): None
4.9145 	EXP 	text_3: autoDraw = False
4.9145 	EXP 	digit: height = 0.5
4.9145 	EXP 	digit: height = 0.5
4.9145 	EXP 	digit: height = 0.5
4.9145 	EXP 	digit: text = '4'
4.9145 	EXP 	digit: autoDraw = True
5.9104 	EXP 	digit: autoDraw = False
5.9104 	EXP 	text_3: autoDraw = True
6.0082 	EXP 	New trial (rep=2, index=0): None
6.0236 	EXP 	text_3: autoDraw = False
6.0236 	EXP 	digit: height = 0.5
6.0236 	EXP 	digit: height = 0.5
6.0236 	EXP 	digit: height = 0.5
6.0236 	EXP 	digit: text = '1'
6.0236 	EXP 	digit: autoDraw = True
7.0140 	EXP 	digit: autoDraw = False
7.0140 	EXP 	text_3: autoDraw = True
7.1049 	EXP 	New trial (rep=3, index=0): None
7.1192 	EXP 	text_3: autoDraw = False
7.1192 	EXP 	digit: height = 0.5
7.1192 	EXP 	digit: height = 0.5
7.1192 	EXP 	digit: height = 0.5
7.1192 	EXP 	digit: text = '7'
7.1192 	EXP 	digit: autoDraw = True
8.1113 	EXP 	digit: autoDraw = False
8.1113 	EXP 	text_3: autoDraw = True
8.2090 	EXP 	New trial (rep=4, index=0): None
8.2244 	EXP 	text_3: autoDraw = False
8.2244 	EXP 	digit: height = 0.5
8.2244 	EXP 	digit: height = 0.5
8.2244 	EXP 	digit: height = 0.5
8.2244 	EXP 	digit: text = '5'
8.2244 	EXP 	digit: autoDraw = True
9.2089 	EXP 	digit: autoDraw = False
9.2089 	EXP 	text_3: autoDraw = True
9.3146 	EXP 	text_3: autoDraw = False
9.3146 	EXP 	text_4: autoDraw = True
9.3146 	EXP 	result_box: autoDraw = True
9.3146 	EXP 	text_5: autoDraw = True
10.5311 	DATA 	Keypress: 2
10.6284 	DATA 	Keypress: 4
10.8081 	DATA 	Keypress: 1
11.4256 	DATA 	Keypress: 5
11.8700 	EXP 	New trial (rep=1, index=0): None
11.8713 	DATA 	Keypress: space
11.8755 	EXP 	text_4: autoDraw = False
11.8755 	EXP 	result_box: autoDraw = False
11.8755 	EXP 	text_5: autoDraw = False
11.8755 	EXP 	text_2: autoDraw = True
12.8693 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
12.8696 	EXP 	New trial (rep=0, index=0): None
12.8762 	EXP 	text_2: autoDraw = False
12.8762 	EXP 	text_2: autoDraw = False
12.8762 	EXP 	digit: height = 0.5
12.8762 	EXP 	digit: height = 0.5
12.8762 	EXP 	digit: height = 0.5
12.8762 	EXP 	digit: text = '4'
12.8762 	EXP 	digit: autoDraw = True
13.8754 	EXP 	digit: autoDraw = False
13.8754 	EXP 	digit: autoDraw = False
13.8754 	EXP 	text_3: autoDraw = True
13.9730 	EXP 	New trial (rep=1, index=0): None
13.9796 	EXP 	text_3: autoDraw = False
13.9796 	EXP 	digit: height = 0.5
13.9796 	EXP 	digit: height = 0.5
13.9796 	EXP 	digit: height = 0.5
13.9796 	EXP 	digit: text = '5'
13.9796 	EXP 	digit: autoDraw = True
14.9793 	EXP 	digit: autoDraw = False
14.9793 	EXP 	text_3: autoDraw = True
15.0772 	EXP 	New trial (rep=2, index=0): None
15.0838 	EXP 	text_3: autoDraw = False
15.0838 	EXP 	digit: height = 0.5
15.0838 	EXP 	digit: height = 0.5
15.0838 	EXP 	digit: height = 0.5
15.0838 	EXP 	digit: text = '7'
15.0838 	EXP 	digit: autoDraw = True
16.0837 	EXP 	digit: autoDraw = False
16.0837 	EXP 	text_3: autoDraw = True
16.1740 	EXP 	New trial (rep=3, index=0): None
16.1803 	EXP 	text_3: autoDraw = False
16.1803 	EXP 	digit: height = 0.5
16.1803 	EXP 	digit: height = 0.5
16.1803 	EXP 	digit: height = 0.5
16.1803 	EXP 	digit: text = '1'
16.1803 	EXP 	digit: autoDraw = True
17.1807 	EXP 	digit: autoDraw = False
17.1807 	EXP 	text_3: autoDraw = True
17.2719 	EXP 	New trial (rep=4, index=0): None
17.2901 	EXP 	text_3: autoDraw = False
17.2901 	EXP 	digit: height = 0.5
17.2901 	EXP 	digit: height = 0.5
17.2901 	EXP 	digit: height = 0.5
17.2901 	EXP 	digit: text = '8'
17.2901 	EXP 	digit: autoDraw = True
18.2778 	EXP 	digit: autoDraw = False
18.2778 	EXP 	text_3: autoDraw = True
18.3818 	EXP 	text_3: autoDraw = False
18.3818 	EXP 	text_4: autoDraw = True
18.3818 	EXP 	result_box: autoDraw = True
18.3818 	EXP 	text_5: autoDraw = True
19.2262 	DATA 	Keypress: 4
19.5249 	DATA 	Keypress: 5
19.7408 	DATA 	Keypress: 7
19.9414 	DATA 	Keypress: 1
20.2826 	DATA 	Keypress: 8
20.6196 	EXP 	New trial (rep=2, index=0): None
20.6207 	DATA 	Keypress: space
20.6251 	EXP 	text_4: autoDraw = False
20.6251 	EXP 	result_box: autoDraw = False
20.6251 	EXP 	text_5: autoDraw = False
20.6251 	EXP 	text_2: autoDraw = True
21.6189 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
21.6191 	EXP 	New trial (rep=0, index=0): None
21.6327 	EXP 	text_2: autoDraw = False
21.6327 	EXP 	text_2: autoDraw = False
21.6327 	EXP 	digit: height = 0.5
21.6327 	EXP 	digit: height = 0.5
21.6327 	EXP 	digit: height = 0.5
21.6327 	EXP 	digit: text = '6'
21.6327 	EXP 	digit: autoDraw = True
22.6316 	EXP 	digit: autoDraw = False
22.6316 	EXP 	text_3: autoDraw = True
22.7220 	EXP 	New trial (rep=1, index=0): None
22.7288 	EXP 	text_3: autoDraw = False
22.7288 	EXP 	digit: height = 0.5
22.7288 	EXP 	digit: height = 0.5
22.7288 	EXP 	digit: height = 0.5
22.7288 	EXP 	digit: text = '1'
22.7288 	EXP 	digit: autoDraw = True
23.7293 	EXP 	digit: autoDraw = False
23.7293 	EXP 	text_3: autoDraw = True
23.8202 	EXP 	New trial (rep=2, index=0): None
23.8266 	EXP 	text_3: autoDraw = False
23.8266 	EXP 	digit: height = 0.5
23.8266 	EXP 	digit: height = 0.5
23.8266 	EXP 	digit: height = 0.5
23.8266 	EXP 	digit: text = '8'
23.8266 	EXP 	digit: autoDraw = True
24.8261 	EXP 	digit: autoDraw = False
24.8261 	EXP 	digit: autoDraw = False
24.8261 	EXP 	text_3: autoDraw = True
24.9233 	EXP 	New trial (rep=3, index=0): None
24.9353 	EXP 	text_3: autoDraw = False
24.9353 	EXP 	digit: height = 0.5
24.9353 	EXP 	digit: height = 0.5
24.9353 	EXP 	digit: height = 0.5
24.9353 	EXP 	digit: text = '3'
24.9353 	EXP 	digit: autoDraw = True
25.9302 	EXP 	digit: autoDraw = False
25.9302 	EXP 	text_3: autoDraw = True
26.0212 	EXP 	New trial (rep=4, index=0): None
26.0389 	EXP 	text_3: autoDraw = False
26.0389 	EXP 	digit: height = 0.5
26.0389 	EXP 	digit: height = 0.5
26.0389 	EXP 	digit: height = 0.5
26.0389 	EXP 	digit: text = '0'
26.0389 	EXP 	digit: autoDraw = True
27.0277 	EXP 	digit: autoDraw = False
27.0277 	EXP 	text_3: autoDraw = True
27.1315 	EXP 	text_3: autoDraw = False
27.1315 	EXP 	text_4: autoDraw = True
27.1315 	EXP 	result_box: autoDraw = True
27.1315 	EXP 	text_5: autoDraw = True
27.6068 	DATA 	Keypress: 6
27.7936 	DATA 	Keypress: 1
28.1828 	DATA 	Keypress: 8
28.4755 	DATA 	Keypress: 3
28.8784 	DATA 	Keypress: 0
29.1747 	EXP 	New trial (rep=3, index=0): None
29.1756 	DATA 	Keypress: space
29.1799 	EXP 	text_4: autoDraw = False
29.1799 	EXP 	result_box: autoDraw = False
29.1799 	EXP 	text_5: autoDraw = False
29.1799 	EXP 	text_2: autoDraw = True
30.1740 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
30.1741 	EXP 	New trial (rep=0, index=0): None
30.1806 	EXP 	text_2: autoDraw = False
30.1806 	EXP 	text_2: autoDraw = False
30.1806 	EXP 	digit: height = 0.5
30.1806 	EXP 	digit: height = 0.5
30.1806 	EXP 	digit: height = 0.5
30.1806 	EXP 	digit: text = '4'
30.1806 	EXP 	digit: autoDraw = True
31.1798 	EXP 	digit: autoDraw = False
31.1798 	EXP 	digit: autoDraw = False
31.1798 	EXP 	text_3: autoDraw = True
31.2783 	EXP 	New trial (rep=1, index=0): None
31.2848 	EXP 	text_3: autoDraw = False
31.2848 	EXP 	digit: height = 0.5
31.2848 	EXP 	digit: height = 0.5
31.2848 	EXP 	digit: height = 0.5
31.2848 	EXP 	digit: text = '8'
31.2848 	EXP 	digit: autoDraw = True
32.2845 	EXP 	digit: autoDraw = False
32.2845 	EXP 	text_3: autoDraw = True
32.3756 	EXP 	New trial (rep=2, index=0): None
32.3834 	EXP 	text_3: autoDraw = False
32.3834 	EXP 	digit: height = 0.5
32.3834 	EXP 	digit: height = 0.5
32.3834 	EXP 	digit: height = 0.5
32.3834 	EXP 	digit: text = '5'
32.3834 	EXP 	digit: autoDraw = True
33.3822 	EXP 	digit: autoDraw = False
33.3822 	EXP 	text_3: autoDraw = True
33.4795 	EXP 	New trial (rep=3, index=0): None
33.4861 	EXP 	text_3: autoDraw = False
33.4861 	EXP 	digit: height = 0.5
33.4861 	EXP 	digit: height = 0.5
33.4861 	EXP 	digit: height = 0.5
33.4861 	EXP 	digit: text = '3'
33.4861 	EXP 	digit: autoDraw = True
34.4860 	EXP 	digit: autoDraw = False
34.4860 	EXP 	text_3: autoDraw = True
34.5764 	EXP 	New trial (rep=4, index=0): None
34.5831 	EXP 	text_3: autoDraw = False
34.5831 	EXP 	digit: height = 0.5
34.5831 	EXP 	digit: height = 0.5
34.5831 	EXP 	digit: height = 0.5
34.5831 	EXP 	digit: text = '7'
34.5831 	EXP 	digit: autoDraw = True
35.5833 	EXP 	digit: autoDraw = False
35.5833 	EXP 	text_3: autoDraw = True
35.6904 	EXP 	text_3: autoDraw = False
35.6904 	EXP 	text_4: autoDraw = True
35.6904 	EXP 	result_box: autoDraw = True
35.6904 	EXP 	text_5: autoDraw = True
36.0935 	DATA 	Keypress: 4
36.3004 	DATA 	Keypress: 8
36.4668 	DATA 	Keypress: 5
36.9962 	DATA 	Keypress: 7
37.3696 	EXP 	New trial (rep=4, index=0): None
37.3710 	DATA 	Keypress: space
37.3748 	EXP 	text_4: autoDraw = False
37.3748 	EXP 	result_box: autoDraw = False
37.3748 	EXP 	text_5: autoDraw = False
37.3748 	EXP 	text_2: autoDraw = True
38.3680 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
38.3682 	EXP 	New trial (rep=0, index=0): None
38.3826 	EXP 	text_2: autoDraw = False
38.3826 	EXP 	text_2: autoDraw = False
38.3826 	EXP 	digit: height = 0.5
38.3826 	EXP 	digit: height = 0.5
38.3826 	EXP 	digit: height = 0.5
38.3826 	EXP 	digit: text = '9'
38.3826 	EXP 	digit: autoDraw = True
39.3817 	EXP 	digit: autoDraw = False
39.3817 	EXP 	text_3: autoDraw = True
39.4733 	EXP 	New trial (rep=1, index=0): None
39.4813 	EXP 	text_3: autoDraw = False
39.4813 	EXP 	digit: height = 0.5
39.4813 	EXP 	digit: height = 0.5
39.4813 	EXP 	digit: height = 0.5
39.4813 	EXP 	digit: text = '3'
39.4813 	EXP 	digit: autoDraw = True
40.4786 	EXP 	digit: autoDraw = False
40.4786 	EXP 	text_3: autoDraw = True
40.5765 	EXP 	New trial (rep=2, index=0): None
40.5834 	EXP 	text_3: autoDraw = False
40.5834 	EXP 	digit: height = 0.5
40.5834 	EXP 	digit: height = 0.5
40.5834 	EXP 	digit: height = 0.5
40.5834 	EXP 	digit: text = '5'
40.5834 	EXP 	digit: autoDraw = True
41.5762 	EXP 	digit: autoDraw = False
41.5762 	EXP 	text_3: autoDraw = True
41.6740 	EXP 	New trial (rep=3, index=0): None
41.6813 	EXP 	text_3: autoDraw = False
41.6813 	EXP 	digit: height = 0.5
41.6813 	EXP 	digit: height = 0.5
41.6813 	EXP 	digit: height = 0.5
41.6813 	EXP 	digit: text = '0'
41.6813 	EXP 	digit: autoDraw = True
42.6802 	EXP 	digit: autoDraw = False
42.6802 	EXP 	text_3: autoDraw = True
42.7710 	EXP 	New trial (rep=4, index=0): None
42.7786 	EXP 	text_3: autoDraw = False
42.7786 	EXP 	digit: height = 0.5
42.7786 	EXP 	digit: height = 0.5
42.7786 	EXP 	digit: height = 0.5
42.7786 	EXP 	digit: text = '6'
42.7786 	EXP 	digit: autoDraw = True
43.7777 	EXP 	digit: autoDraw = False
43.7777 	EXP 	text_3: autoDraw = True
43.8837 	EXP 	text_3: autoDraw = False
43.8837 	EXP 	text_4: autoDraw = True
43.8837 	EXP 	result_box: autoDraw = True
43.8837 	EXP 	text_5: autoDraw = True
47.7381 	DATA 	Keypress: 9
48.5085 	DATA 	Keypress: 8
49.0578 	DATA 	Keypress: 6
49.3285 	DATA 	Keypress: 4
49.4867 	EXP 	New trial (rep=5, index=0): None
49.4878 	DATA 	Keypress: space
49.4924 	EXP 	text_4: autoDraw = False
49.4924 	EXP 	result_box: autoDraw = False
49.4924 	EXP 	text_5: autoDraw = False
49.4924 	EXP 	text_2: autoDraw = True
50.4862 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
50.4865 	EXP 	New trial (rep=0, index=0): None
50.4926 	EXP 	text_2: autoDraw = False
50.4926 	EXP 	text_2: autoDraw = False
50.4926 	EXP 	digit: height = 0.5
50.4926 	EXP 	digit: height = 0.5
50.4926 	EXP 	digit: height = 0.5
50.4926 	EXP 	digit: text = '8'
50.4926 	EXP 	digit: autoDraw = True
51.4926 	EXP 	digit: autoDraw = False
51.4926 	EXP 	digit: autoDraw = False
51.4926 	EXP 	text_3: autoDraw = True
51.5907 	EXP 	New trial (rep=1, index=0): None
51.5973 	EXP 	text_3: autoDraw = False
51.5973 	EXP 	digit: height = 0.5
51.5973 	EXP 	digit: height = 0.5
51.5973 	EXP 	digit: height = 0.5
51.5973 	EXP 	digit: text = '4'
51.5973 	EXP 	digit: autoDraw = True
52.5963 	EXP 	digit: autoDraw = False
52.5963 	EXP 	text_3: autoDraw = True
52.6875 	EXP 	New trial (rep=2, index=0): None
52.6941 	EXP 	text_3: autoDraw = False
52.6941 	EXP 	digit: height = 0.5
52.6941 	EXP 	digit: height = 0.5
52.6941 	EXP 	digit: height = 0.5
52.6941 	EXP 	digit: text = '0'
52.6941 	EXP 	digit: autoDraw = True
53.6937 	EXP 	digit: autoDraw = False
53.6937 	EXP 	text_3: autoDraw = True
53.7916 	EXP 	New trial (rep=3, index=0): None
53.7981 	EXP 	text_3: autoDraw = False
53.7981 	EXP 	digit: height = 0.5
53.7981 	EXP 	digit: height = 0.5
53.7981 	EXP 	digit: height = 0.5
53.7981 	EXP 	digit: text = '3'
53.7981 	EXP 	digit: autoDraw = True
54.7979 	EXP 	digit: autoDraw = False
54.7979 	EXP 	text_3: autoDraw = True
54.8877 	EXP 	New trial (rep=4, index=0): None
54.8945 	EXP 	text_3: autoDraw = False
54.8945 	EXP 	digit: height = 0.5
54.8945 	EXP 	digit: height = 0.5
54.8945 	EXP 	digit: height = 0.5
54.8945 	EXP 	digit: text = '2'
54.8945 	EXP 	digit: autoDraw = True
55.8951 	EXP 	digit: autoDraw = False
55.8951 	EXP 	text_3: autoDraw = True
56.0004 	EXP 	text_3: autoDraw = False
56.0004 	EXP 	text_4: autoDraw = True
56.0004 	EXP 	result_box: autoDraw = True
56.0004 	EXP 	text_5: autoDraw = True
56.3497 	DATA 	Keypress: 8
56.5297 	DATA 	Keypress: 4
56.7451 	DATA 	Keypress: 2
57.0914 	DATA 	Keypress: 0
57.3473 	EXP 	New trial (rep=6, index=0): None
57.3483 	DATA 	Keypress: space
57.3532 	EXP 	text_4: autoDraw = False
57.3532 	EXP 	result_box: autoDraw = False
57.3532 	EXP 	text_5: autoDraw = False
57.3532 	EXP 	text_2: autoDraw = True
58.3475 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
58.3478 	EXP 	New trial (rep=0, index=0): None
58.3535 	EXP 	text_2: autoDraw = False
58.3535 	EXP 	text_2: autoDraw = False
58.3535 	EXP 	digit: text = '2'
58.3535 	EXP 	digit: autoDraw = True
59.3532 	EXP 	digit: autoDraw = False
59.3532 	EXP 	digit: autoDraw = False
59.3532 	EXP 	text_3: autoDraw = True
59.4512 	EXP 	New trial (rep=1, index=0): None
59.4576 	EXP 	text_3: autoDraw = False
59.4576 	EXP 	digit: height = 0.5
59.4576 	EXP 	digit: height = 0.5
59.4576 	EXP 	digit: height = 0.5
59.4576 	EXP 	digit: text = '9'
59.4576 	EXP 	digit: autoDraw = True
60.4574 	EXP 	digit: autoDraw = False
60.4574 	EXP 	text_3: autoDraw = True
60.5482 	EXP 	New trial (rep=2, index=0): None
60.5543 	EXP 	text_3: autoDraw = False
60.5543 	EXP 	digit: height = 0.5
60.5543 	EXP 	digit: height = 0.5
60.5543 	EXP 	digit: height = 0.5
60.5543 	EXP 	digit: text = '1'
60.5543 	EXP 	digit: autoDraw = True
61.5542 	EXP 	digit: autoDraw = False
61.5542 	EXP 	text_3: autoDraw = True
61.6522 	EXP 	New trial (rep=3, index=0): None
61.6590 	EXP 	text_3: autoDraw = False
61.6590 	EXP 	digit: height = 0.5
61.6590 	EXP 	digit: height = 0.5
61.6590 	EXP 	digit: height = 0.5
61.6590 	EXP 	digit: text = '0'
61.6590 	EXP 	digit: autoDraw = True
62.6589 	EXP 	digit: autoDraw = False
62.6589 	EXP 	text_3: autoDraw = True
62.7497 	EXP 	New trial (rep=4, index=0): None
62.7579 	EXP 	text_3: autoDraw = False
62.7579 	EXP 	digit: height = 0.5
62.7579 	EXP 	digit: height = 0.5
62.7579 	EXP 	digit: height = 0.5
62.7579 	EXP 	digit: text = '4'
62.7579 	EXP 	digit: autoDraw = True
63.7562 	EXP 	digit: autoDraw = False
63.7562 	EXP 	text_3: autoDraw = True
63.8617 	EXP 	text_3: autoDraw = False
63.8617 	EXP 	text_4: autoDraw = True
63.8617 	EXP 	result_box: autoDraw = True
63.8617 	EXP 	text_5: autoDraw = True
64.2032 	DATA 	Keypress: 2
64.3345 	DATA 	Keypress: 9
64.6128 	DATA 	Keypress: 8
65.1193 	DATA 	Keypress: 0
65.5225 	DATA 	Keypress: 4
65.8418 	DATA 	Keypress: 1
66.1062 	DATA 	Keypress: 2
66.4373 	EXP 	New trial (rep=7, index=0): None
66.4383 	DATA 	Keypress: space
66.4432 	EXP 	text_4: autoDraw = False
66.4432 	EXP 	result_box: autoDraw = False
66.4432 	EXP 	text_5: autoDraw = False
66.4432 	EXP 	text_2: autoDraw = True
67.4373 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
67.4376 	EXP 	New trial (rep=0, index=0): None
67.4435 	EXP 	text_2: autoDraw = False
67.4435 	EXP 	text_2: autoDraw = False
67.4435 	EXP 	digit: height = 0.5
67.4435 	EXP 	digit: height = 0.5
67.4435 	EXP 	digit: height = 0.5
67.4435 	EXP 	digit: text = '2'
67.4435 	EXP 	digit: autoDraw = True
68.4435 	EXP 	digit: autoDraw = False
68.4435 	EXP 	digit: autoDraw = False
68.4435 	EXP 	text_3: autoDraw = True
68.5405 	EXP 	New trial (rep=1, index=0): None
68.5474 	EXP 	text_3: autoDraw = False
68.5474 	EXP 	digit: height = 0.5
68.5474 	EXP 	digit: height = 0.5
68.5474 	EXP 	digit: height = 0.5
68.5474 	EXP 	digit: text = '5'
68.5474 	EXP 	digit: autoDraw = True
69.5473 	EXP 	digit: autoDraw = False
