12.9341 	WARNING 	User requested fullscreen with size [1707 1067], but screen is actually [1920, 1080]. Using actual size
19.4156 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
19.4162 	EXP 	window1: mouseVisible = True
19.4231 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
19.4232 	EXP 	window1: mouseVisible = True
19.4260 	EXP 	Created digit = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='digit', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
19.4267 	EXP 	window1: mouseVisible = True
19.4288 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
19.4294 	EXP 	window1: mouseVisible = True
19.4402 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='Please enter the digits you remeber:', units='height', win=Window(...), wrapWidth=1)
19.4410 	EXP 	window1: mouseVisible = True
19.4433 	EXP 	window1: mouseVisible = True
19.4457 	EXP 	window1: mouseVisible = True
19.4479 	EXP 	window1: mouseVisible = True
19.4629 	EXP 	window1: mouseVisible = True
19.4634 	EXP 	window1: mouseVisible = True
19.4646 	EXP 	window1: mouseVisible = True
19.4657 	EXP 	window1: mouseVisible = True
19.5394 	EXP 	window1: mouseVisible = True
19.5438 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text="press 'space' to confirm input", units='height', win=Window(...), wrapWidth=1)
19.5439 	EXP 	window1: mouseVisible = True
19.5538 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
19.5539 	EXP 	window1: mouseVisible = True
19.5602 	EXP 	Created text_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_7', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='The End', units='height', win=Window(...), wrapWidth=1)
0.1681 	EXP 	result_box: autoLog = True
0.2055 	EXP 	text: autoDraw = True
12.8323 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
12.8336 	EXP 	New trial (rep=0, index=0): None
12.8347 	EXP 	Created sequence: sequential, trialTypes=1, nReps=15, seed=None
12.8357 	EXP 	New trial (rep=0, index=0): None
12.8449 	DATA 	Keypress: space
12.8529 	EXP 	text: autoDraw = False
12.8529 	EXP 	text_2: autoDraw = True
13.8435 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
13.8438 	EXP 	New trial (rep=0, index=0): None
14.0993 	EXP 	text_2: autoDraw = False
14.0993 	EXP 	digit: height = 0.5
14.0993 	EXP 	digit: height = 0.5
14.0993 	EXP 	digit: height = 0.5
14.0993 	EXP 	digit: text = '0'
14.0993 	EXP 	digit: autoDraw = True
14.8584 	EXP 	digit: autoDraw = False
14.8584 	EXP 	text_3: autoDraw = True
14.9438 	EXP 	New trial (rep=1, index=0): None
14.9759 	EXP 	text_3: autoDraw = False
14.9759 	EXP 	digit: height = 0.5
14.9759 	EXP 	digit: height = 0.5
14.9759 	EXP 	digit: height = 0.5
14.9759 	EXP 	digit: text = '8'
14.9759 	EXP 	digit: autoDraw = True
15.9582 	EXP 	digit: autoDraw = False
15.9582 	EXP 	text_3: autoDraw = True
16.0422 	EXP 	New trial (rep=2, index=0): None
16.1107 	EXP 	text_3: autoDraw = False
16.1107 	EXP 	digit: height = 0.5
16.1107 	EXP 	digit: height = 0.5
16.1107 	EXP 	digit: height = 0.5
16.1107 	EXP 	digit: text = '6'
16.1107 	EXP 	digit: autoDraw = True
17.0573 	EXP 	digit: autoDraw = False
17.0573 	EXP 	text_3: autoDraw = True
17.1570 	EXP 	text_3: autoDraw = False
17.1570 	EXP 	text_4: autoDraw = True
17.1570 	EXP 	result_box: autoDraw = True
17.1570 	EXP 	text_5: autoDraw = True
18.2678 	DATA 	Keypress: 0
18.9184 	DATA 	Keypress: 8
19.2704 	DATA 	Keypress: 6
20.0225 	DATA 	Keypress: space
20.0669 	EXP 	New trial (rep=1, index=0): None
20.0763 	EXP 	text_4: autoDraw = False
20.0763 	EXP 	result_box: autoDraw = False
20.0763 	EXP 	text_5: autoDraw = False
20.0763 	EXP 	text_2: autoDraw = True
21.0752 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
21.0762 	EXP 	New trial (rep=0, index=0): None
21.1243 	EXP 	text_2: autoDraw = False
21.1243 	EXP 	digit: height = 0.5
21.1243 	EXP 	digit: height = 0.5
21.1243 	EXP 	digit: height = 0.5
21.1243 	EXP 	digit: text = '1'
21.1243 	EXP 	digit: autoDraw = True
22.0895 	EXP 	digit: autoDraw = False
22.0895 	EXP 	text_3: autoDraw = True
22.1756 	EXP 	New trial (rep=1, index=0): None
22.2098 	EXP 	text_3: autoDraw = False
22.2098 	EXP 	digit: height = 0.5
22.2098 	EXP 	digit: height = 0.5
22.2098 	EXP 	digit: height = 0.5
22.2098 	EXP 	digit: text = '3'
22.2098 	EXP 	digit: autoDraw = True
23.1892 	EXP 	digit: autoDraw = False
23.1892 	EXP 	text_3: autoDraw = True
23.2735 	EXP 	New trial (rep=2, index=0): None
23.3287 	EXP 	text_3: autoDraw = False
23.3287 	EXP 	digit: height = 0.5
23.3287 	EXP 	digit: height = 0.5
23.3287 	EXP 	digit: height = 0.5
23.3287 	EXP 	digit: text = '9'
23.3287 	EXP 	digit: autoDraw = True
24.2885 	EXP 	digit: autoDraw = False
24.2885 	EXP 	text_3: autoDraw = True
24.4007 	EXP 	text_3: autoDraw = False
24.4007 	EXP 	text_4: autoDraw = True
24.4007 	EXP 	result_box: autoDraw = True
24.4007 	EXP 	text_5: autoDraw = True
25.0577 	DATA 	Keypress: 1
25.4982 	DATA 	Keypress: 3
25.6798 	DATA 	Keypress: 9
26.3079 	EXP 	New trial (rep=2, index=0): None
26.3117 	DATA 	Keypress: space
26.4136 	EXP 	text_4: autoDraw = False
26.4136 	EXP 	result_box: autoDraw = False
26.4136 	EXP 	text_5: autoDraw = False
26.4136 	EXP 	text_2: autoDraw = True
27.3214 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
27.3216 	EXP 	New trial (rep=0, index=0): None
27.3374 	EXP 	text_2: autoDraw = False
27.3374 	EXP 	digit: height = 0.5
27.3374 	EXP 	digit: height = 0.5
27.3374 	EXP 	digit: height = 0.5
27.3374 	EXP 	digit: text = '1'
27.3374 	EXP 	digit: autoDraw = True
28.3373 	EXP 	digit: autoDraw = False
28.3373 	EXP 	text_3: autoDraw = True
28.4209 	EXP 	New trial (rep=1, index=0): None
28.4373 	EXP 	text_3: autoDraw = False
28.4373 	EXP 	digit: height = 0.5
28.4373 	EXP 	digit: height = 0.5
28.4373 	EXP 	digit: height = 0.5
28.4373 	EXP 	digit: text = '8'
28.4373 	EXP 	digit: autoDraw = True
29.4365 	EXP 	digit: autoDraw = False
29.4365 	EXP 	text_3: autoDraw = True
29.5218 	EXP 	New trial (rep=2, index=0): None
29.5371 	EXP 	text_3: autoDraw = False
29.5371 	EXP 	digit: height = 0.5
29.5371 	EXP 	digit: height = 0.5
29.5371 	EXP 	digit: height = 0.5
29.5371 	EXP 	digit: text = '6'
29.5371 	EXP 	digit: autoDraw = True
30.5363 	EXP 	digit: autoDraw = False
30.5363 	EXP 	text_3: autoDraw = True
30.6408 	EXP 	text_3: autoDraw = False
30.6408 	EXP 	text_4: autoDraw = True
30.6408 	EXP 	result_box: autoDraw = True
30.6408 	EXP 	text_5: autoDraw = True
31.2000 	DATA 	Keypress: 1
31.6431 	DATA 	Keypress: 8
31.8822 	DATA 	Keypress: 6
32.6756 	DATA 	Keypress: space
32.6883 	EXP 	New trial (rep=3, index=0): None
32.7026 	EXP 	text_4: autoDraw = False
32.7026 	EXP 	result_box: autoDraw = False
32.7026 	EXP 	text_5: autoDraw = False
32.7026 	EXP 	text_2: autoDraw = True
33.6870 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
33.6874 	EXP 	New trial (rep=0, index=0): None
33.7020 	EXP 	text_2: autoDraw = False
33.7020 	EXP 	text_2: autoDraw = False
33.7020 	EXP 	digit: text = '6'
33.7020 	EXP 	digit: autoDraw = True
34.7023 	EXP 	digit: autoDraw = False
34.7023 	EXP 	digit: autoDraw = False
34.7023 	EXP 	text_3: autoDraw = True
34.7875 	EXP 	New trial (rep=1, index=0): None
34.8019 	EXP 	text_3: autoDraw = False
34.8019 	EXP 	text_3: autoDraw = False
34.8019 	EXP 	digit: height = 0.5
34.8019 	EXP 	digit: height = 0.5
34.8019 	EXP 	digit: height = 0.5
34.8019 	EXP 	digit: text = '3'
34.8019 	EXP 	digit: autoDraw = True
35.8014 	EXP 	digit: autoDraw = False
35.8014 	EXP 	digit: autoDraw = False
35.8014 	EXP 	text_3: autoDraw = True
35.8874 	EXP 	New trial (rep=2, index=0): None
35.9013 	EXP 	text_3: autoDraw = False
35.9013 	EXP 	text_3: autoDraw = False
35.9013 	EXP 	digit: height = 0.5
35.9013 	EXP 	digit: height = 0.5
35.9013 	EXP 	digit: height = 0.5
35.9013 	EXP 	digit: text = '1'
35.9013 	EXP 	digit: autoDraw = True
36.9014 	EXP 	digit: autoDraw = False
36.9014 	EXP 	digit: autoDraw = False
36.9014 	EXP 	text_3: autoDraw = True
37.0112 	EXP 	text_3: autoDraw = False
37.0112 	EXP 	text_3: autoDraw = False
37.0112 	EXP 	text_4: autoDraw = True
37.0112 	EXP 	result_box: autoDraw = True
37.0112 	EXP 	text_5: autoDraw = True
37.4956 	DATA 	Keypress: 6
38.0127 	DATA 	Keypress: 3
38.2770 	DATA 	Keypress: 1
38.7793 	DATA 	Keypress: space
38.7938 	EXP 	New trial (rep=4, index=0): None
38.8021 	EXP 	text_4: autoDraw = False
38.8021 	EXP 	result_box: autoDraw = False
38.8021 	EXP 	text_5: autoDraw = False
38.8021 	EXP 	text_2: autoDraw = True
39.8012 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
39.8018 	EXP 	New trial (rep=0, index=0): None
39.8723 	EXP 	text_2: autoDraw = False
39.8723 	EXP 	digit: height = 0.5
39.8723 	EXP 	digit: height = 0.5
39.8723 	EXP 	digit: height = 0.5
39.8723 	EXP 	digit: text = '4'
39.8723 	EXP 	digit: autoDraw = True
40.8165 	EXP 	digit: autoDraw = False
40.8165 	EXP 	text_3: autoDraw = True
40.9013 	EXP 	New trial (rep=1, index=0): None
40.9169 	EXP 	text_3: autoDraw = False
40.9169 	EXP 	digit: height = 0.5
40.9169 	EXP 	digit: height = 0.5
40.9169 	EXP 	digit: height = 0.5
40.9169 	EXP 	digit: text = '8'
40.9169 	EXP 	digit: autoDraw = True
41.9168 	EXP 	digit: autoDraw = False
41.9168 	EXP 	text_3: autoDraw = True
42.0011 	EXP 	New trial (rep=2, index=0): None
42.0572 	EXP 	text_3: autoDraw = False
42.0572 	EXP 	digit: height = 0.5
42.0572 	EXP 	digit: height = 0.5
42.0572 	EXP 	digit: height = 0.5
42.0572 	EXP 	digit: text = '7'
42.0572 	EXP 	digit: autoDraw = True
43.0158 	EXP 	digit: autoDraw = False
43.0158 	EXP 	text_3: autoDraw = True
43.1157 	EXP 	text_3: autoDraw = False
43.1157 	EXP 	text_4: autoDraw = True
43.1157 	EXP 	result_box: autoDraw = True
43.1157 	EXP 	text_5: autoDraw = True
43.6894 	DATA 	Keypress: 4
43.9036 	DATA 	Keypress: 8
44.1357 	DATA 	Keypress: 7
44.5194 	EXP 	New trial (rep=5, index=0): None
44.5242 	DATA 	Keypress: space
44.5319 	EXP 	text_4: autoDraw = False
44.5319 	EXP 	result_box: autoDraw = False
44.5319 	EXP 	text_5: autoDraw = False
44.5319 	EXP 	text_2: autoDraw = True
45.5180 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
45.5189 	EXP 	New trial (rep=0, index=0): None
45.5330 	EXP 	text_2: autoDraw = False
45.5330 	EXP 	text_2: autoDraw = False
45.5330 	EXP 	digit: height = 0.5
45.5330 	EXP 	digit: height = 0.5
45.5330 	EXP 	digit: height = 0.5
45.5330 	EXP 	digit: text = '3'
45.5330 	EXP 	digit: autoDraw = True
46.5480 	EXP 	digit: autoDraw = False
46.5480 	EXP 	text_3: autoDraw = True
46.6327 	EXP 	New trial (rep=1, index=0): None
46.6905 	EXP 	text_3: autoDraw = False
46.6905 	EXP 	digit: height = 0.5
46.6905 	EXP 	digit: height = 0.5
46.6905 	EXP 	digit: height = 0.5
46.6905 	EXP 	digit: text = '2'
46.6905 	EXP 	digit: autoDraw = True
47.6476 	EXP 	digit: autoDraw = False
47.6476 	EXP 	text_3: autoDraw = True
47.7323 	EXP 	New trial (rep=2, index=0): None
47.7473 	EXP 	text_3: autoDraw = False
47.7473 	EXP 	digit: height = 0.5
47.7473 	EXP 	digit: height = 0.5
47.7473 	EXP 	digit: height = 0.5
47.7473 	EXP 	digit: text = '8'
47.7473 	EXP 	digit: autoDraw = True
48.7476 	EXP 	digit: autoDraw = False
48.7476 	EXP 	text_3: autoDraw = True
48.8632 	EXP 	text_3: autoDraw = False
48.8632 	EXP 	text_4: autoDraw = True
48.8632 	EXP 	result_box: autoDraw = True
48.8632 	EXP 	text_5: autoDraw = True
49.3425 	DATA 	Keypress: 3
49.6572 	DATA 	Keypress: 2
49.8067 	DATA 	Keypress: 8
50.2048 	EXP 	New trial (rep=6, index=0): None
50.2089 	DATA 	Keypress: space
50.2140 	EXP 	text_4: autoDraw = False
50.2140 	EXP 	result_box: autoDraw = False
50.2140 	EXP 	text_5: autoDraw = False
50.2140 	EXP 	text_2: autoDraw = True
51.2012 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
51.2022 	EXP 	New trial (rep=0, index=0): None
51.2193 	EXP 	text_2: autoDraw = False
51.2193 	EXP 	text_2: autoDraw = False
51.2193 	EXP 	digit: height = 0.5
51.2193 	EXP 	digit: height = 0.5
51.2193 	EXP 	digit: height = 0.5
51.2193 	EXP 	digit: text = '2'
51.2193 	EXP 	digit: autoDraw = True
52.2297 	EXP 	digit: autoDraw = False
52.2297 	EXP 	text_3: autoDraw = True
52.3142 	EXP 	New trial (rep=1, index=0): None
52.3299 	EXP 	text_3: autoDraw = False
52.3299 	EXP 	digit: height = 0.5
52.3299 	EXP 	digit: height = 0.5
52.3299 	EXP 	digit: height = 0.5
52.3299 	EXP 	digit: text = '8'
52.3299 	EXP 	digit: autoDraw = True
53.3294 	EXP 	digit: autoDraw = False
53.3294 	EXP 	text_3: autoDraw = True
53.4137 	EXP 	New trial (rep=2, index=0): None
53.4294 	EXP 	text_3: autoDraw = False
53.4294 	EXP 	digit: height = 0.5
53.4294 	EXP 	digit: height = 0.5
53.4294 	EXP 	digit: height = 0.5
53.4294 	EXP 	digit: text = '1'
53.4294 	EXP 	digit: autoDraw = True
54.4289 	EXP 	digit: autoDraw = False
54.4289 	EXP 	text_3: autoDraw = True
54.5361 	EXP 	text_3: autoDraw = False
54.5361 	EXP 	text_4: autoDraw = True
54.5361 	EXP 	result_box: autoDraw = True
54.5361 	EXP 	text_5: autoDraw = True
59.4179 	DATA 	Keypress: 3
59.7483 	DATA 	Keypress: 2
59.8824 	DATA 	Keypress: 1
60.1293 	EXP 	New trial (rep=7, index=0): None
60.1319 	DATA 	Keypress: space
60.1436 	EXP 	text_4: autoDraw = False
60.1436 	EXP 	result_box: autoDraw = False
60.1436 	EXP 	text_5: autoDraw = False
60.1436 	EXP 	text_2: autoDraw = True
61.1280 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
61.1282 	EXP 	New trial (rep=0, index=0): None
61.1438 	EXP 	text_2: autoDraw = False
61.1438 	EXP 	text_2: autoDraw = False
61.1438 	EXP 	digit: height = 0.5
61.1438 	EXP 	digit: height = 0.5
61.1438 	EXP 	digit: height = 0.5
61.1438 	EXP 	digit: text = '8'
61.1438 	EXP 	digit: autoDraw = True
62.1433 	EXP 	digit: autoDraw = False
62.1433 	EXP 	digit: autoDraw = False
62.1433 	EXP 	text_3: autoDraw = True
62.2298 	EXP 	New trial (rep=1, index=0): None
62.2428 	EXP 	text_3: autoDraw = False
62.2428 	EXP 	text_3: autoDraw = False
62.2428 	EXP 	digit: height = 0.5
62.2428 	EXP 	digit: height = 0.5
62.2428 	EXP 	digit: height = 0.5
62.2428 	EXP 	digit: text = '2'
62.2428 	EXP 	digit: autoDraw = True
63.2426 	EXP 	digit: autoDraw = False
63.2426 	EXP 	digit: autoDraw = False
63.2426 	EXP 	text_3: autoDraw = True
63.3291 	EXP 	New trial (rep=2, index=0): None
63.3471 	EXP 	text_3: autoDraw = False
63.3471 	EXP 	text_3: autoDraw = False
63.3471 	EXP 	digit: height = 0.5
63.3471 	EXP 	digit: height = 0.5
63.3471 	EXP 	digit: height = 0.5
63.3471 	EXP 	digit: text = '4'
63.3471 	EXP 	digit: autoDraw = True
64.3594 	EXP 	digit: autoDraw = False
64.3594 	EXP 	text_3: autoDraw = True
64.4735 	EXP 	text_3: autoDraw = False
64.4735 	EXP 	text_4: autoDraw = True
64.4735 	EXP 	result_box: autoDraw = True
64.4735 	EXP 	text_5: autoDraw = True
65.5086 	DATA 	Keypress: 8
67.1389 	DATA 	Keypress: 2
67.6846 	DATA 	Keypress: 4
67.9065 	DATA 	Keypress: space
67.9182 	EXP 	New trial (rep=8, index=0): None
67.9237 	EXP 	text_4: autoDraw = False
67.9237 	EXP 	result_box: autoDraw = False
67.9237 	EXP 	text_5: autoDraw = False
67.9237 	EXP 	text_2: autoDraw = True
68.9118 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
68.9128 	EXP 	New trial (rep=0, index=0): None
68.9312 	EXP 	text_2: autoDraw = False
68.9312 	EXP 	text_2: autoDraw = False
68.9312 	EXP 	digit: height = 0.5
68.9312 	EXP 	digit: height = 0.5
68.9312 	EXP 	digit: height = 0.5
68.9312 	EXP 	digit: text = '0'
68.9312 	EXP 	digit: autoDraw = True
69.9413 	EXP 	digit: autoDraw = False
69.9413 	EXP 	text_3: autoDraw = True
70.0252 	EXP 	New trial (rep=1, index=0): None
70.0595 	EXP 	text_3: autoDraw = False
70.0595 	EXP 	digit: height = 0.5
70.0595 	EXP 	digit: height = 0.5
70.0595 	EXP 	digit: height = 0.5
70.0595 	EXP 	digit: text = '5'
70.0595 	EXP 	digit: autoDraw = True
71.0404 	EXP 	digit: autoDraw = False
71.0404 	EXP 	text_3: autoDraw = True
71.1246 	EXP 	New trial (rep=2, index=0): None
71.1401 	EXP 	text_3: autoDraw = False
71.1401 	EXP 	digit: height = 0.5
71.1401 	EXP 	digit: height = 0.5
71.1401 	EXP 	digit: height = 0.5
71.1401 	EXP 	digit: text = '9'
71.1401 	EXP 	digit: autoDraw = True
72.1403 	EXP 	digit: autoDraw = False
72.1403 	EXP 	text_3: autoDraw = True
72.2434 	EXP 	text_3: autoDraw = False
72.2434 	EXP 	text_4: autoDraw = True
72.2434 	EXP 	result_box: autoDraw = True
72.2434 	EXP 	text_5: autoDraw = True
72.4663 	DATA 	Keypress: 0
72.8158 	DATA 	Keypress: 5
73.0709 	DATA 	Keypress: 9
73.4601 	EXP 	New trial (rep=9, index=0): None
73.4635 	DATA 	Keypress: space
73.4727 	EXP 	text_4: autoDraw = False
73.4727 	EXP 	result_box: autoDraw = False
73.4727 	EXP 	text_5: autoDraw = False
73.4727 	EXP 	text_2: autoDraw = True
74.4575 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
74.4579 	EXP 	New trial (rep=0, index=0): None
74.4724 	EXP 	text_2: autoDraw = False
74.4724 	EXP 	text_2: autoDraw = False
74.4724 	EXP 	digit: height = 0.5
74.4724 	EXP 	digit: height = 0.5
74.4724 	EXP 	digit: height = 0.5
74.4724 	EXP 	digit: text = '2'
74.4724 	EXP 	digit: autoDraw = True
75.4722 	EXP 	digit: autoDraw = False
75.4722 	EXP 	digit: autoDraw = False
75.4722 	EXP 	text_3: autoDraw = True
75.5567 	EXP 	New trial (rep=1, index=0): None
75.5719 	EXP 	text_3: autoDraw = False
75.5719 	EXP 	text_3: autoDraw = False
75.5719 	EXP 	digit: height = 0.5
75.5719 	EXP 	digit: height = 0.5
75.5719 	EXP 	digit: height = 0.5
75.5719 	EXP 	digit: text = '3'
75.5719 	EXP 	digit: autoDraw = True
76.5723 	EXP 	digit: autoDraw = False
76.5723 	EXP 	digit: autoDraw = False
76.5723 	EXP 	text_3: autoDraw = True
76.6557 	EXP 	New trial (rep=2, index=0): None
76.6721 	EXP 	text_3: autoDraw = False
76.6721 	EXP 	text_3: autoDraw = False
76.6721 	EXP 	digit: height = 0.5
76.6721 	EXP 	digit: height = 0.5
76.6721 	EXP 	digit: height = 0.5
76.6721 	EXP 	digit: text = '0'
76.6721 	EXP 	digit: autoDraw = True
77.6714 	EXP 	digit: autoDraw = False
77.6714 	EXP 	digit: autoDraw = False
77.6714 	EXP 	text_3: autoDraw = True
77.7768 	EXP 	text_3: autoDraw = False
77.7768 	EXP 	text_3: autoDraw = False
77.7768 	EXP 	text_4: autoDraw = True
77.7768 	EXP 	result_box: autoDraw = True
77.7768 	EXP 	text_5: autoDraw = True
77.8867 	DATA 	Keypress: 2
78.0822 	DATA 	Keypress: 3
78.2658 	DATA 	Keypress: 0
78.5909 	EXP 	New trial (rep=10, index=0): None
78.5943 	DATA 	Keypress: space
78.6045 	EXP 	text_4: autoDraw = False
78.6045 	EXP 	result_box: autoDraw = False
78.6045 	EXP 	text_5: autoDraw = False
78.6045 	EXP 	text_2: autoDraw = True
79.5895 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
79.5900 	EXP 	New trial (rep=0, index=0): None
79.6043 	EXP 	text_2: autoDraw = False
79.6043 	EXP 	text_2: autoDraw = False
79.6043 	EXP 	digit: height = 0.5
79.6043 	EXP 	digit: height = 0.5
79.6043 	EXP 	digit: height = 0.5
79.6043 	EXP 	digit: text = '8'
79.6043 	EXP 	digit: autoDraw = True
80.6041 	EXP 	digit: autoDraw = False
80.6041 	EXP 	digit: autoDraw = False
80.6041 	EXP 	text_3: autoDraw = True
80.6897 	EXP 	New trial (rep=1, index=0): None
80.7038 	EXP 	text_3: autoDraw = False
80.7038 	EXP 	text_3: autoDraw = False
80.7038 	EXP 	digit: height = 0.5
80.7038 	EXP 	digit: height = 0.5
80.7038 	EXP 	digit: height = 0.5
80.7038 	EXP 	digit: text = '4'
80.7038 	EXP 	digit: autoDraw = True
81.7034 	EXP 	digit: autoDraw = False
81.7034 	EXP 	digit: autoDraw = False
81.7034 	EXP 	text_3: autoDraw = True
