30.7341 	WARNING 	User requested fullscreen with size [1707 1067], but screen is actually [1920, 1080]. Using actual size
1.9740 	DATA 	Keypress: space
2.9219 	EXP 	digit: autoDraw = False
2.9219 	EXP 	text_3: autoDraw = True
3.0131 	EXP 	New trial (rep=1, index=0): None
3.0268 	EXP 	text_3: autoDraw = False
3.0268 	EXP 	digit: height = 0.5
3.0268 	EXP 	digit: height = 0.5
3.0268 	EXP 	digit: height = 0.5
3.0268 	EXP 	digit: text = '1'
3.0268 	EXP 	digit: autoDraw = True
4.0190 	EXP 	digit: autoDraw = False
4.0190 	EXP 	text_3: autoDraw = True
4.1167 	EXP 	New trial (rep=2, index=0): None
4.1308 	EXP 	text_3: autoDraw = False
4.1308 	EXP 	digit: height = 0.5
4.1308 	EXP 	digit: height = 0.5
4.1308 	EXP 	digit: height = 0.5
4.1308 	EXP 	digit: text = '3'
4.1308 	EXP 	digit: autoDraw = True
5.1233 	EXP 	digit: autoDraw = False
5.1233 	EXP 	text_3: autoDraw = True
5.2136 	EXP 	New trial (rep=3, index=0): None
5.2269 	EXP 	text_3: autoDraw = False
5.2269 	EXP 	digit: height = 0.5
5.2269 	EXP 	digit: height = 0.5
5.2269 	EXP 	digit: height = 0.5
5.2269 	EXP 	digit: text = '5'
5.2269 	EXP 	digit: autoDraw = True
6.2205 	EXP 	digit: autoDraw = False
6.2205 	EXP 	text_3: autoDraw = True
6.3131 	EXP 	New trial (rep=4, index=0): None
6.3302 	EXP 	text_3: autoDraw = False
6.3302 	EXP 	digit: height = 0.5
6.3302 	EXP 	digit: height = 0.5
6.3302 	EXP 	digit: height = 0.5
6.3302 	EXP 	digit: text = '9'
6.3302 	EXP 	digit: autoDraw = True
7.3187 	EXP 	digit: autoDraw = False
7.3187 	EXP 	text_3: autoDraw = True
7.4258 	EXP 	New trial (rep=1, index=0): None
7.4343 	EXP 	text_3: autoDraw = False
7.4343 	EXP 	text_4: autoDraw = True
7.4343 	EXP 	result_box: autoDraw = True
7.4343 	EXP 	text_5: autoDraw = True
7.4343 	EXP 	text_4: autoDraw = False
7.4343 	EXP 	result_box: autoDraw = False
7.4343 	EXP 	text_5: autoDraw = False
7.4343 	EXP 	text_2: autoDraw = True
8.4294 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
8.4296 	EXP 	New trial (rep=0, index=0): None
8.4358 	EXP 	text_2: autoDraw = False
8.4358 	EXP 	digit: height = 0.5
8.4358 	EXP 	digit: height = 0.5
8.4358 	EXP 	digit: height = 0.5
8.4358 	EXP 	digit: text = '1'
8.4358 	EXP 	digit: autoDraw = True
9.4353 	EXP 	digit: autoDraw = False
9.4353 	EXP 	text_3: autoDraw = True
9.5264 	EXP 	New trial (rep=1, index=0): None
9.5360 	EXP 	text_3: autoDraw = False
9.5360 	EXP 	digit: height = 0.5
9.5360 	EXP 	digit: height = 0.5
9.5360 	EXP 	digit: height = 0.5
9.5360 	EXP 	digit: text = '3'
9.5360 	EXP 	digit: autoDraw = True
10.5329 	EXP 	digit: autoDraw = False
10.5329 	EXP 	text_3: autoDraw = True
10.6299 	EXP 	New trial (rep=2, index=0): None
10.6364 	EXP 	text_3: autoDraw = False
10.6364 	EXP 	digit: height = 0.5
10.6364 	EXP 	digit: height = 0.5
10.6364 	EXP 	digit: height = 0.5
10.6364 	EXP 	digit: text = '9'
10.6364 	EXP 	digit: autoDraw = True
11.6365 	EXP 	digit: autoDraw = False
11.6365 	EXP 	text_3: autoDraw = True
11.6454 	DATA 	Keypress: space
11.7277 	EXP 	New trial (rep=3, index=0): None
11.7508 	EXP 	text_3: autoDraw = False
11.7508 	EXP 	digit: height = 0.5
11.7508 	EXP 	digit: height = 0.5
11.7508 	EXP 	digit: height = 0.5
11.7508 	EXP 	digit: text = '6'
11.7508 	EXP 	digit: autoDraw = True
12.7343 	EXP 	digit: autoDraw = False
12.7343 	EXP 	text_3: autoDraw = True
12.8321 	EXP 	New trial (rep=4, index=0): None
12.8383 	EXP 	text_3: autoDraw = False
12.8383 	EXP 	digit: height = 0.5
12.8383 	EXP 	digit: height = 0.5
12.8383 	EXP 	digit: height = 0.5
12.8383 	EXP 	digit: text = '7'
12.8383 	EXP 	digit: autoDraw = True
13.8326 	EXP 	digit: autoDraw = False
13.8326 	EXP 	text_3: autoDraw = True
13.9328 	EXP 	New trial (rep=2, index=0): None
13.9366 	EXP 	text_3: autoDraw = False
13.9366 	EXP 	text_4: autoDraw = True
13.9366 	EXP 	result_box: autoDraw = True
13.9366 	EXP 	text_5: autoDraw = True
13.9366 	EXP 	text_4: autoDraw = False
13.9366 	EXP 	result_box: autoDraw = False
13.9366 	EXP 	text_5: autoDraw = False
13.9366 	EXP 	text_2: autoDraw = True
14.9309 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
14.9311 	EXP 	New trial (rep=0, index=0): None
14.9358 	EXP 	text_2: autoDraw = False
14.9358 	EXP 	text_2: autoDraw = False
14.9358 	EXP 	digit: height = 0.5
14.9358 	EXP 	digit: height = 0.5
14.9358 	EXP 	digit: height = 0.5
14.9358 	EXP 	digit: text = '5'
14.9358 	EXP 	digit: autoDraw = True
15.9355 	EXP 	digit: autoDraw = False
15.9355 	EXP 	digit: autoDraw = False
15.9355 	EXP 	text_3: autoDraw = True
16.0328 	EXP 	New trial (rep=1, index=0): None
16.0396 	EXP 	text_3: autoDraw = False
16.0396 	EXP 	digit: height = 0.5
16.0396 	EXP 	digit: height = 0.5
16.0396 	EXP 	digit: height = 0.5
16.0396 	EXP 	digit: text = '1'
16.0396 	EXP 	digit: autoDraw = True
17.0396 	EXP 	digit: autoDraw = False
17.0396 	EXP 	text_3: autoDraw = True
17.1385 	EXP 	New trial (rep=2, index=0): None
17.1577 	EXP 	text_3: autoDraw = False
17.1577 	EXP 	digit: height = 0.5
17.1577 	EXP 	digit: height = 0.5
17.1577 	EXP 	digit: height = 0.5
17.1577 	EXP 	digit: text = '8'
17.1577 	EXP 	digit: autoDraw = True
18.1433 	EXP 	digit: autoDraw = False
18.1433 	EXP 	text_3: autoDraw = True
18.2347 	EXP 	New trial (rep=3, index=0): None
18.2481 	EXP 	text_3: autoDraw = False
18.2481 	EXP 	digit: height = 0.5
18.2481 	EXP 	digit: height = 0.5
18.2481 	EXP 	digit: height = 0.5
18.2481 	EXP 	digit: text = '2'
18.2481 	EXP 	digit: autoDraw = True
19.2406 	EXP 	digit: autoDraw = False
19.2406 	EXP 	text_3: autoDraw = True
19.3387 	EXP 	New trial (rep=4, index=0): None
19.3450 	EXP 	text_3: autoDraw = False
19.3450 	EXP 	digit: height = 0.5
19.3450 	EXP 	digit: height = 0.5
19.3450 	EXP 	digit: height = 0.5
19.3450 	EXP 	digit: text = '3'
19.3450 	EXP 	digit: autoDraw = True
20.3445 	EXP 	digit: autoDraw = False
20.3445 	EXP 	text_3: autoDraw = True
20.4548 	EXP 	text_3: autoDraw = False
20.4548 	EXP 	text_4: autoDraw = True
20.4548 	EXP 	result_box: autoDraw = True
20.4548 	EXP 	text_5: autoDraw = True
21.7218 	DATA 	Keypress: 7
21.8827 	DATA 	Keypress: 1
22.4104 	DATA 	Keypress: 3
22.7726 	DATA 	Keypress: 5
23.1814 	DATA 	Keypress: 9
23.9366 	DATA 	Keypress: 2
24.3905 	DATA 	Keypress: 6
24.6116 	DATA 	Keypress: 7
25.4389 	EXP 	New trial (rep=3, index=0): None
25.4426 	DATA 	Keypress: space
25.4478 	EXP 	text_4: autoDraw = False
25.4478 	EXP 	result_box: autoDraw = False
25.4478 	EXP 	text_5: autoDraw = False
25.4478 	EXP 	text_2: autoDraw = True
26.4428 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
26.4430 	EXP 	New trial (rep=0, index=0): None
26.4579 	EXP 	text_2: autoDraw = False
26.4579 	EXP 	digit: height = 0.5
26.4579 	EXP 	digit: height = 0.5
26.4579 	EXP 	digit: height = 0.5
26.4579 	EXP 	digit: text = '4'
26.4579 	EXP 	digit: autoDraw = True
27.4429 	EXP 	digit: autoDraw = False
27.4429 	EXP 	text_3: autoDraw = True
27.5395 	EXP 	New trial (rep=1, index=0): None
27.5463 	EXP 	text_3: autoDraw = False
27.5463 	EXP 	digit: height = 0.5
27.5463 	EXP 	digit: height = 0.5
27.5463 	EXP 	digit: height = 0.5
27.5463 	EXP 	digit: text = '1'
27.5463 	EXP 	digit: autoDraw = True
28.5466 	EXP 	digit: autoDraw = False
28.5466 	EXP 	text_3: autoDraw = True
28.6437 	EXP 	New trial (rep=2, index=0): None
28.6504 	EXP 	text_3: autoDraw = False
28.6504 	EXP 	digit: height = 0.5
28.6504 	EXP 	digit: height = 0.5
28.6504 	EXP 	digit: height = 0.5
28.6504 	EXP 	digit: text = '5'
28.6504 	EXP 	digit: autoDraw = True
29.6506 	EXP 	digit: autoDraw = False
29.6506 	EXP 	text_3: autoDraw = True
29.7404 	EXP 	New trial (rep=3, index=0): None
29.7475 	EXP 	text_3: autoDraw = False
29.7475 	EXP 	digit: height = 0.5
29.7475 	EXP 	digit: height = 0.5
29.7475 	EXP 	digit: height = 0.5
29.7475 	EXP 	digit: text = '6'
29.7475 	EXP 	digit: autoDraw = True
30.7471 	EXP 	digit: autoDraw = False
30.7471 	EXP 	text_3: autoDraw = True
30.8397 	EXP 	New trial (rep=4, index=0): None
30.8478 	EXP 	text_3: autoDraw = False
30.8478 	EXP 	digit: height = 0.5
30.8478 	EXP 	digit: height = 0.5
30.8478 	EXP 	digit: height = 0.5
30.8478 	EXP 	digit: text = '7'
30.8478 	EXP 	digit: autoDraw = True
31.8517 	EXP 	digit: autoDraw = False
31.8517 	EXP 	text_3: autoDraw = True
31.9508 	EXP 	text_3: autoDraw = False
31.9508 	EXP 	text_4: autoDraw = True
31.9508 	EXP 	result_box: autoDraw = True
31.9508 	EXP 	text_5: autoDraw = True
33.3827 	DATA 	Keypress: 6
33.7354 	DATA 	Keypress: 7
34.2147 	DATA 	Keypress: 8
34.5065 	DATA 	Keypress: 2
34.8139 	DATA 	Keypress: 1
35.0638 	DATA 	Keypress: 2
35.4297 	EXP 	New trial (rep=4, index=0): None
35.4306 	DATA 	Keypress: space
35.4349 	EXP 	text_4: autoDraw = False
35.4349 	EXP 	result_box: autoDraw = False
35.4349 	EXP 	text_5: autoDraw = False
35.4349 	EXP 	text_2: autoDraw = True
36.4298 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
36.4303 	EXP 	New trial (rep=0, index=0): None
36.4353 	EXP 	text_2: autoDraw = False
36.4353 	EXP 	text_2: autoDraw = False
36.4353 	EXP 	digit: text = '7'
36.4353 	EXP 	digit: autoDraw = True
37.4349 	EXP 	digit: autoDraw = False
37.4349 	EXP 	digit: autoDraw = False
37.4349 	EXP 	text_3: autoDraw = True
37.5329 	EXP 	New trial (rep=1, index=0): None
37.5395 	EXP 	text_3: autoDraw = False
37.5395 	EXP 	digit: height = 0.5
37.5395 	EXP 	digit: height = 0.5
37.5395 	EXP 	digit: height = 0.5
37.5395 	EXP 	digit: text = '8'
37.5395 	EXP 	digit: autoDraw = True
38.5394 	EXP 	digit: autoDraw = False
38.5394 	EXP 	text_3: autoDraw = True
38.6366 	EXP 	New trial (rep=2, index=0): None
38.6513 	EXP 	text_3: autoDraw = False
38.6513 	EXP 	digit: height = 0.5
38.6513 	EXP 	digit: height = 0.5
38.6513 	EXP 	digit: height = 0.5
38.6513 	EXP 	digit: text = '0'
38.6513 	EXP 	digit: autoDraw = True
39.6365 	EXP 	digit: autoDraw = False
39.6365 	EXP 	text_3: autoDraw = True
39.7341 	EXP 	New trial (rep=3, index=0): None
39.7435 	EXP 	text_3: autoDraw = False
39.7435 	EXP 	digit: height = 0.5
39.7435 	EXP 	digit: height = 0.5
39.7435 	EXP 	digit: height = 0.5
39.7435 	EXP 	digit: text = '9'
39.7435 	EXP 	digit: autoDraw = True
40.7400 	EXP 	digit: autoDraw = False
40.7400 	EXP 	text_3: autoDraw = True
40.8324 	EXP 	New trial (rep=4, index=0): None
40.8424 	EXP 	text_3: autoDraw = False
40.8424 	EXP 	digit: height = 0.5
40.8424 	EXP 	digit: height = 0.5
40.8424 	EXP 	digit: height = 0.5
40.8424 	EXP 	digit: text = '1'
40.8424 	EXP 	digit: autoDraw = True
41.8378 	EXP 	digit: autoDraw = False
41.8378 	EXP 	text_3: autoDraw = True
41.9445 	EXP 	text_3: autoDraw = False
41.9445 	EXP 	text_4: autoDraw = True
41.9445 	EXP 	result_box: autoDraw = True
41.9445 	EXP 	text_5: autoDraw = True
42.4146 	DATA 	Keypress: 7
42.6737 	DATA 	Keypress: 8
43.0145 	DATA 	Keypress: 9
43.7595 	DATA 	Keypress: backspace
44.0019 	DATA 	Keypress: 0
44.1876 	DATA 	Keypress: 9
44.5176 	DATA 	Keypress: 1
44.8549 	EXP 	New trial (rep=5, index=0): None
44.8571 	DATA 	Keypress: space
44.8620 	EXP 	text_4: autoDraw = False
44.8620 	EXP 	result_box: autoDraw = False
44.8620 	EXP 	text_5: autoDraw = False
44.8620 	EXP 	text_2: autoDraw = True
45.8606 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
45.8610 	EXP 	New trial (rep=0, index=0): None
45.8687 	EXP 	text_2: autoDraw = False
45.8687 	EXP 	digit: height = 0.5
45.8687 	EXP 	digit: height = 0.5
45.8687 	EXP 	digit: height = 0.5
45.8687 	EXP 	digit: text = '9'
45.8687 	EXP 	digit: autoDraw = True
46.8656 	EXP 	digit: autoDraw = False
46.8656 	EXP 	text_3: autoDraw = True
46.9572 	EXP 	New trial (rep=1, index=0): None
46.9652 	EXP 	text_3: autoDraw = False
46.9652 	EXP 	digit: height = 0.5
46.9652 	EXP 	digit: height = 0.5
46.9652 	EXP 	digit: height = 0.5
46.9652 	EXP 	digit: text = '1'
46.9652 	EXP 	digit: autoDraw = True
47.9626 	EXP 	digit: autoDraw = False
47.9626 	EXP 	text_3: autoDraw = True
48.0603 	EXP 	New trial (rep=2, index=0): None
48.0676 	EXP 	text_3: autoDraw = False
48.0676 	EXP 	digit: height = 0.5
48.0676 	EXP 	digit: height = 0.5
48.0676 	EXP 	digit: height = 0.5
48.0676 	EXP 	digit: text = '4'
48.0676 	EXP 	digit: autoDraw = True
49.0667 	EXP 	digit: autoDraw = False
49.0667 	EXP 	text_3: autoDraw = True
49.1590 	EXP 	New trial (rep=3, index=0): None
49.1674 	EXP 	text_3: autoDraw = False
49.1674 	EXP 	digit: height = 0.5
49.1674 	EXP 	digit: height = 0.5
49.1674 	EXP 	digit: height = 0.5
49.1674 	EXP 	digit: text = '8'
49.1674 	EXP 	digit: autoDraw = True
50.1630 	EXP 	digit: autoDraw = False
50.1630 	EXP 	text_3: autoDraw = True
50.2611 	EXP 	New trial (rep=4, index=0): None
50.2679 	EXP 	text_3: autoDraw = False
50.2679 	EXP 	digit: height = 0.5
50.2679 	EXP 	digit: height = 0.5
50.2679 	EXP 	digit: height = 0.5
50.2679 	EXP 	digit: text = '3'
50.2679 	EXP 	digit: autoDraw = True
51.2680 	EXP 	digit: autoDraw = False
51.2680 	EXP 	text_3: autoDraw = True
51.3742 	EXP 	text_3: autoDraw = False
51.3742 	EXP 	text_4: autoDraw = True
51.3742 	EXP 	result_box: autoDraw = True
51.3742 	EXP 	text_5: autoDraw = True
51.7222 	DATA 	Keypress: 9
51.8689 	DATA 	Keypress: 1
52.1343 	DATA 	Keypress: 4
53.1692 	DATA 	Keypress: 8
53.5713 	DATA 	Keypress: 3
53.7685 	EXP 	New trial (rep=6, index=0): None
53.7695 	DATA 	Keypress: space
53.7744 	EXP 	text_4: autoDraw = False
53.7744 	EXP 	result_box: autoDraw = False
53.7744 	EXP 	text_5: autoDraw = False
53.7744 	EXP 	text_2: autoDraw = True
54.7692 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
54.7695 	EXP 	New trial (rep=0, index=0): None
54.7750 	EXP 	text_2: autoDraw = False
54.7750 	EXP 	text_2: autoDraw = False
54.7750 	EXP 	digit: height = 0.5
54.7750 	EXP 	digit: height = 0.5
54.7750 	EXP 	digit: height = 0.5
54.7750 	EXP 	digit: text = '0'
54.7750 	EXP 	digit: autoDraw = True
55.7747 	EXP 	digit: autoDraw = False
55.7747 	EXP 	digit: autoDraw = False
55.7747 	EXP 	text_3: autoDraw = True
55.8729 	EXP 	New trial (rep=1, index=0): None
55.8796 	EXP 	text_3: autoDraw = False
55.8796 	EXP 	digit: height = 0.5
55.8796 	EXP 	digit: height = 0.5
55.8796 	EXP 	digit: height = 0.5
55.8796 	EXP 	digit: text = '3'
55.8796 	EXP 	digit: autoDraw = True
56.8793 	EXP 	digit: autoDraw = False
56.8793 	EXP 	text_3: autoDraw = True
56.9696 	EXP 	New trial (rep=2, index=0): None
56.9762 	EXP 	text_3: autoDraw = False
56.9762 	EXP 	digit: height = 0.5
56.9762 	EXP 	digit: height = 0.5
56.9762 	EXP 	digit: height = 0.5
56.9762 	EXP 	digit: text = '1'
56.9762 	EXP 	digit: autoDraw = True
57.9760 	EXP 	digit: autoDraw = False
57.9760 	EXP 	text_3: autoDraw = True
58.0735 	EXP 	New trial (rep=3, index=0): None
58.0802 	EXP 	text_3: autoDraw = False
58.0802 	EXP 	digit: height = 0.5
58.0802 	EXP 	digit: height = 0.5
58.0802 	EXP 	digit: height = 0.5
58.0802 	EXP 	digit: text = '9'
58.0802 	EXP 	digit: autoDraw = True
59.0805 	EXP 	digit: autoDraw = False
59.0805 	EXP 	text_3: autoDraw = True
59.1718 	EXP 	New trial (rep=4, index=0): None
59.1777 	EXP 	text_3: autoDraw = False
59.1777 	EXP 	digit: height = 0.5
59.1777 	EXP 	digit: height = 0.5
59.1777 	EXP 	digit: height = 0.5
59.1777 	EXP 	digit: text = '7'
59.1777 	EXP 	digit: autoDraw = True
60.1773 	EXP 	digit: autoDraw = False
60.1773 	EXP 	text_3: autoDraw = True
60.2947 	EXP 	text_3: autoDraw = False
60.2947 	EXP 	text_4: autoDraw = True
60.2947 	EXP 	result_box: autoDraw = True
60.2947 	EXP 	text_5: autoDraw = True
62.0939 	DATA 	Keypress: 8
62.1727 	DATA 	Keypress: 2
62.3096 	DATA 	Keypress: 3
62.6174 	DATA 	Keypress: 1
63.5004 	DATA 	Keypress: 4
63.7272 	EXP 	New trial (rep=7, index=0): None
63.7284 	DATA 	Keypress: space
63.7329 	EXP 	text_4: autoDraw = False
63.7329 	EXP 	result_box: autoDraw = False
63.7329 	EXP 	text_5: autoDraw = False
63.7329 	EXP 	text_2: autoDraw = True
64.7270 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
64.7273 	EXP 	New trial (rep=0, index=0): None
64.7330 	EXP 	text_2: autoDraw = False
64.7330 	EXP 	text_2: autoDraw = False
64.7330 	EXP 	digit: height = 0.5
64.7330 	EXP 	digit: height = 0.5
64.7330 	EXP 	digit: height = 0.5
64.7330 	EXP 	digit: text = '5'
64.7330 	EXP 	digit: autoDraw = True
65.7326 	EXP 	digit: autoDraw = False
65.7326 	EXP 	digit: autoDraw = False
65.7326 	EXP 	text_3: autoDraw = True
65.8298 	EXP 	New trial (rep=1, index=0): None
65.8365 	EXP 	text_3: autoDraw = False
65.8365 	EXP 	digit: height = 0.5
65.8365 	EXP 	digit: height = 0.5
65.8365 	EXP 	digit: height = 0.5
65.8365 	EXP 	digit: text = '0'
65.8365 	EXP 	digit: autoDraw = True
66.8367 	EXP 	digit: autoDraw = False
66.8367 	EXP 	text_3: autoDraw = True
66.9273 	EXP 	New trial (rep=2, index=0): None
66.9342 	EXP 	text_3: autoDraw = False
66.9342 	EXP 	digit: height = 0.5
66.9342 	EXP 	digit: height = 0.5
66.9342 	EXP 	digit: height = 0.5
66.9342 	EXP 	digit: text = '6'
66.9342 	EXP 	digit: autoDraw = True
67.9342 	EXP 	digit: autoDraw = False
