18.5372 	WARNING 	User requested fullscreen with size [1707 1067], but screen is actually [1920, 1080]. Using actual size
20.4915 	EXP 	window1: mouseVisible = True
20.4939 	EXP 	Created text_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_7', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='The End', units='height', win=Window(...), wrapWidth=1)
0.0005 	DATA 	Keypress: space
0.0013 	DATA 	Mouse: Left button down, pos=(835,693)
0.0014 	DATA 	Mouse:  Left button up, pos=(835,693)
0.0027 	EXP 	result_box: autoLog = True
0.0048 	EXP 	text: autoDraw = True
0.6916 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
0.6920 	EXP 	New trial (rep=0, index=0): None
0.6923 	EXP 	Created sequence: sequential, trialTypes=1, nReps=15, seed=None
0.6925 	EXP 	New trial (rep=0, index=0): None
0.6959 	DATA 	Keypress: space
0.6992 	EXP 	text: autoDraw = False
0.6992 	EXP 	text_2: autoDraw = True
1.6973 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
1.6975 	EXP 	New trial (rep=0, index=0): None
1.7982 	EXP 	text_2: autoDraw = False
1.7982 	EXP 	digit: height = 0.5
1.7982 	EXP 	digit: height = 0.5
1.7982 	EXP 	digit: height = 0.5
1.7982 	EXP 	digit: text = '2'
1.7982 	EXP 	digit: autoDraw = True
2.7037 	EXP 	digit: autoDraw = False
2.7037 	EXP 	text_3: autoDraw = True
2.7947 	EXP 	New trial (rep=1, index=0): None
2.8073 	EXP 	text_3: autoDraw = False
2.8073 	EXP 	digit: height = 0.5
2.8073 	EXP 	digit: height = 0.5
2.8073 	EXP 	digit: height = 0.5
2.8073 	EXP 	digit: text = '0'
2.8073 	EXP 	digit: autoDraw = True
3.8010 	EXP 	digit: autoDraw = False
3.8010 	EXP 	text_3: autoDraw = True
3.8987 	EXP 	New trial (rep=2, index=0): None
3.9125 	EXP 	text_3: autoDraw = False
3.9125 	EXP 	digit: height = 0.5
3.9125 	EXP 	digit: height = 0.5
3.9125 	EXP 	digit: height = 0.5
3.9125 	EXP 	digit: text = '8'
3.9125 	EXP 	digit: autoDraw = True
4.8980 	EXP 	digit: autoDraw = False
4.8980 	EXP 	text_3: autoDraw = True
5.0065 	EXP 	text_3: autoDraw = False
5.0065 	EXP 	text_4: autoDraw = True
5.0065 	EXP 	result_box: autoDraw = True
5.0065 	EXP 	text_5: autoDraw = True
6.3589 	DATA 	Keypress: 2
6.4635 	DATA 	Keypress: 0
6.6916 	DATA 	Keypress: 8
7.2818 	DATA 	Keypress: backspace
7.4483 	DATA 	Keypress: backspace
7.6363 	DATA 	Keypress: backspace
8.0950 	DATA 	Keypress: lshift
8.2961 	DATA 	Keypress: 2
9.1097 	DATA 	Keypress: 0
9.4556 	DATA 	Keypress: 8
9.8086 	EXP 	New trial (rep=1, index=0): None
9.8096 	DATA 	Keypress: space
9.8145 	EXP 	text_4: autoDraw = False
9.8145 	EXP 	result_box: autoDraw = False
9.8145 	EXP 	text_5: autoDraw = False
9.8145 	EXP 	text_2: autoDraw = True
10.8085 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
10.8087 	EXP 	New trial (rep=0, index=0): None
10.8219 	EXP 	text_2: autoDraw = False
10.8219 	EXP 	text_2: autoDraw = False
10.8219 	EXP 	digit: height = 0.5
10.8219 	EXP 	digit: height = 0.5
10.8219 	EXP 	digit: height = 0.5
10.8219 	EXP 	digit: text = '9'
10.8219 	EXP 	digit: autoDraw = True
11.1292 	DATA 	Keypress: capslock
11.8214 	EXP 	digit: autoDraw = False
11.8214 	EXP 	text_3: autoDraw = True
11.9123 	EXP 	New trial (rep=1, index=0): None
11.9256 	EXP 	text_3: autoDraw = False
11.9256 	EXP 	digit: height = 0.5
11.9256 	EXP 	digit: height = 0.5
11.9256 	EXP 	digit: height = 0.5
11.9256 	EXP 	digit: text = '5'
11.9256 	EXP 	digit: autoDraw = True
12.9189 	EXP 	digit: autoDraw = False
12.9189 	EXP 	text_3: autoDraw = True
13.0095 	EXP 	New trial (rep=2, index=0): None
13.0164 	EXP 	text_3: autoDraw = False
13.0164 	EXP 	digit: height = 0.5
13.0164 	EXP 	digit: height = 0.5
13.0164 	EXP 	digit: height = 0.5
13.0164 	EXP 	digit: text = '8'
13.0164 	EXP 	digit: autoDraw = True
14.0162 	EXP 	digit: autoDraw = False
14.0162 	EXP 	text_3: autoDraw = True
14.1213 	EXP 	text_3: autoDraw = False
14.1213 	EXP 	text_4: autoDraw = True
14.1213 	EXP 	result_box: autoDraw = True
14.1213 	EXP 	text_5: autoDraw = True
14.6157 	DATA 	Keypress: 9
14.7830 	DATA 	Keypress: 5
14.9840 	DATA 	Keypress: 8
15.2108 	EXP 	New trial (rep=2, index=0): None
15.2116 	DATA 	Keypress: space
15.2169 	EXP 	text_4: autoDraw = False
15.2169 	EXP 	result_box: autoDraw = False
15.2169 	EXP 	text_5: autoDraw = False
15.2169 	EXP 	text_2: autoDraw = True
16.2111 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
16.2113 	EXP 	New trial (rep=0, index=0): None
16.2172 	EXP 	text_2: autoDraw = False
16.2172 	EXP 	text_2: autoDraw = False
16.2172 	EXP 	digit: height = 0.5
16.2172 	EXP 	digit: height = 0.5
16.2172 	EXP 	digit: height = 0.5
16.2172 	EXP 	digit: text = '0'
16.2172 	EXP 	digit: autoDraw = True
17.2172 	EXP 	digit: autoDraw = False
17.2172 	EXP 	digit: autoDraw = False
17.2172 	EXP 	text_3: autoDraw = True
17.3150 	EXP 	New trial (rep=1, index=0): None
17.3315 	EXP 	text_3: autoDraw = False
17.3315 	EXP 	digit: height = 0.5
17.3315 	EXP 	digit: height = 0.5
17.3315 	EXP 	digit: height = 0.5
17.3315 	EXP 	digit: text = '1'
17.3315 	EXP 	digit: autoDraw = True
18.3210 	EXP 	digit: autoDraw = False
18.3210 	EXP 	text_3: autoDraw = True
18.4121 	EXP 	New trial (rep=2, index=0): None
18.4291 	EXP 	text_3: autoDraw = False
18.4291 	EXP 	digit: height = 0.5
18.4291 	EXP 	digit: height = 0.5
18.4291 	EXP 	digit: height = 0.5
18.4291 	EXP 	digit: text = '7'
18.4291 	EXP 	digit: autoDraw = True
19.4190 	EXP 	digit: autoDraw = False
19.4190 	EXP 	text_3: autoDraw = True
19.5231 	EXP 	text_3: autoDraw = False
19.5231 	EXP 	text_4: autoDraw = True
19.5231 	EXP 	result_box: autoDraw = True
19.5231 	EXP 	text_5: autoDraw = True
20.1091 	DATA 	Keypress: 0
20.3436 	DATA 	Keypress: 1
20.6157 	DATA 	Keypress: 7
20.8717 	DATA 	Keypress: space
20.8774 	EXP 	New trial (rep=3, index=0): None
20.8835 	EXP 	text_4: autoDraw = False
20.8835 	EXP 	result_box: autoDraw = False
20.8835 	EXP 	text_5: autoDraw = False
20.8835 	EXP 	text_2: autoDraw = True
21.8766 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
21.8767 	EXP 	New trial (rep=0, index=0): None
21.8891 	EXP 	text_2: autoDraw = False
21.8891 	EXP 	text_2: autoDraw = False
21.8891 	EXP 	digit: height = 0.5
21.8891 	EXP 	digit: height = 0.5
21.8891 	EXP 	digit: height = 0.5
21.8891 	EXP 	digit: text = '3'
21.8891 	EXP 	digit: autoDraw = True
22.8906 	EXP 	digit: autoDraw = False
22.8906 	EXP 	text_3: autoDraw = True
22.9808 	EXP 	New trial (rep=1, index=0): None
22.9914 	EXP 	text_3: autoDraw = False
22.9914 	EXP 	digit: height = 0.5
22.9914 	EXP 	digit: height = 0.5
22.9914 	EXP 	digit: height = 0.5
22.9914 	EXP 	digit: text = '4'
22.9914 	EXP 	digit: autoDraw = True
23.9877 	EXP 	digit: autoDraw = False
23.9877 	EXP 	text_3: autoDraw = True
24.0795 	EXP 	New trial (rep=2, index=0): None
24.0860 	EXP 	text_3: autoDraw = False
24.0860 	EXP 	digit: height = 0.5
24.0860 	EXP 	digit: height = 0.5
24.0860 	EXP 	digit: height = 0.5
24.0860 	EXP 	digit: text = '7'
24.0860 	EXP 	digit: autoDraw = True
25.0852 	EXP 	digit: autoDraw = False
25.0852 	EXP 	text_3: autoDraw = True
25.1913 	EXP 	text_3: autoDraw = False
25.1913 	EXP 	text_4: autoDraw = True
25.1913 	EXP 	result_box: autoDraw = True
25.1913 	EXP 	text_5: autoDraw = True
26.1360 	DATA 	Keypress: 3
26.5796 	DATA 	Keypress: 4
26.8863 	DATA 	Keypress: 7
27.2726 	EXP 	New trial (rep=4, index=0): None
27.2733 	DATA 	Keypress: space
27.2788 	EXP 	text_4: autoDraw = False
27.2788 	EXP 	result_box: autoDraw = False
27.2788 	EXP 	text_5: autoDraw = False
27.2788 	EXP 	text_2: autoDraw = True
28.2732 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
28.2734 	EXP 	New trial (rep=0, index=0): None
28.2794 	EXP 	text_2: autoDraw = False
28.2794 	EXP 	text_2: autoDraw = False
28.2794 	EXP 	digit: height = 0.5
28.2794 	EXP 	digit: height = 0.5
28.2794 	EXP 	digit: height = 0.5
28.2794 	EXP 	digit: text = '2'
28.2794 	EXP 	digit: autoDraw = True
29.2793 	EXP 	digit: autoDraw = False
29.2793 	EXP 	text_3: autoDraw = True
29.3772 	EXP 	New trial (rep=1, index=0): None
29.3906 	EXP 	text_3: autoDraw = False
29.3906 	EXP 	digit: height = 0.5
29.3906 	EXP 	digit: height = 0.5
29.3906 	EXP 	digit: height = 0.5
29.3906 	EXP 	digit: text = '6'
29.3906 	EXP 	digit: autoDraw = True
30.3837 	EXP 	digit: autoDraw = False
30.3837 	EXP 	text_3: autoDraw = True
30.4742 	EXP 	New trial (rep=2, index=0): None
30.4807 	EXP 	text_3: autoDraw = False
30.4807 	EXP 	digit: height = 0.5
30.4807 	EXP 	digit: height = 0.5
30.4807 	EXP 	digit: height = 0.5
30.4807 	EXP 	digit: text = '5'
30.4807 	EXP 	digit: autoDraw = True
31.4807 	EXP 	digit: autoDraw = False
31.4807 	EXP 	text_3: autoDraw = True
31.5848 	EXP 	text_3: autoDraw = False
31.5848 	EXP 	text_4: autoDraw = True
31.5848 	EXP 	result_box: autoDraw = True
31.5848 	EXP 	text_5: autoDraw = True
34.3923 	DATA 	Keypress: 2
34.9905 	DATA 	Keypress: 6
35.1009 	DATA 	Keypress: 5
35.2103 	EXP 	New trial (rep=5, index=0): None
35.2111 	DATA 	Keypress: space
35.2163 	EXP 	text_4: autoDraw = False
35.2163 	EXP 	result_box: autoDraw = False
35.2163 	EXP 	text_5: autoDraw = False
35.2163 	EXP 	text_2: autoDraw = True
36.2112 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
36.2115 	EXP 	New trial (rep=0, index=0): None
36.2166 	EXP 	text_2: autoDraw = False
36.2166 	EXP 	text_2: autoDraw = False
36.2166 	EXP 	digit: text = '5'
36.2166 	EXP 	digit: autoDraw = True
37.2166 	EXP 	digit: autoDraw = False
37.2166 	EXP 	digit: autoDraw = False
37.2166 	EXP 	text_3: autoDraw = True
37.3142 	EXP 	New trial (rep=1, index=0): None
37.3208 	EXP 	text_3: autoDraw = False
37.3208 	EXP 	digit: height = 0.5
37.3208 	EXP 	digit: height = 0.5
37.3208 	EXP 	digit: height = 0.5
37.3208 	EXP 	digit: text = '8'
37.3208 	EXP 	digit: autoDraw = True
38.3206 	EXP 	digit: autoDraw = False
38.3206 	EXP 	text_3: autoDraw = True
38.4113 	EXP 	New trial (rep=2, index=0): None
38.4180 	EXP 	text_3: autoDraw = False
38.4180 	EXP 	digit: height = 0.5
38.4180 	EXP 	digit: height = 0.5
38.4180 	EXP 	digit: height = 0.5
38.4180 	EXP 	digit: text = '6'
38.4180 	EXP 	digit: autoDraw = True
39.4182 	EXP 	digit: autoDraw = False
39.4182 	EXP 	text_3: autoDraw = True
39.5226 	EXP 	text_3: autoDraw = False
39.5226 	EXP 	text_4: autoDraw = True
39.5226 	EXP 	result_box: autoDraw = True
39.5226 	EXP 	text_5: autoDraw = True
41.4827 	DATA 	Keypress: 5
42.0870 	DATA 	Keypress: 4
42.3931 	DATA 	Keypress: 8
42.9415 	DATA 	Keypress: 3
43.2308 	EXP 	New trial (rep=6, index=0): None
43.2318 	DATA 	Keypress: space
43.2367 	EXP 	text_4: autoDraw = False
43.2367 	EXP 	result_box: autoDraw = False
43.2367 	EXP 	text_5: autoDraw = False
43.2367 	EXP 	text_2: autoDraw = True
44.2315 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
44.2318 	EXP 	New trial (rep=0, index=0): None
44.2374 	EXP 	text_2: autoDraw = False
44.2374 	EXP 	text_2: autoDraw = False
44.2374 	EXP 	digit: height = 0.5
44.2374 	EXP 	digit: height = 0.5
44.2374 	EXP 	digit: height = 0.5
44.2374 	EXP 	digit: text = '7'
44.2374 	EXP 	digit: autoDraw = True
45.2373 	EXP 	digit: autoDraw = False
45.2373 	EXP 	text_3: autoDraw = True
45.3347 	EXP 	New trial (rep=1, index=0): None
45.3409 	EXP 	text_3: autoDraw = False
45.3409 	EXP 	digit: height = 0.5
45.3409 	EXP 	digit: height = 0.5
45.3409 	EXP 	digit: height = 0.5
45.3409 	EXP 	digit: text = '4'
45.3409 	EXP 	digit: autoDraw = True
46.3410 	EXP 	digit: autoDraw = False
46.3410 	EXP 	text_3: autoDraw = True
46.4320 	EXP 	New trial (rep=2, index=0): None
46.4381 	EXP 	text_3: autoDraw = False
46.4381 	EXP 	digit: height = 0.5
46.4381 	EXP 	digit: height = 0.5
46.4381 	EXP 	digit: height = 0.5
46.4381 	EXP 	digit: text = '9'
46.4381 	EXP 	digit: autoDraw = True
47.4381 	EXP 	digit: autoDraw = False
47.4381 	EXP 	text_3: autoDraw = True
47.5477 	EXP 	text_3: autoDraw = False
47.5477 	EXP 	text_4: autoDraw = True
47.5477 	EXP 	result_box: autoDraw = True
47.5477 	EXP 	text_5: autoDraw = True
48.0730 	DATA 	Keypress: 7
48.3168 	DATA 	Keypress: 4
48.3854 	DATA 	Keypress: 8
48.8792 	DATA 	Keypress: backspace
49.1490 	DATA 	Keypress: 9
49.3909 	EXP 	New trial (rep=7, index=0): None
49.3918 	DATA 	Keypress: space
49.3969 	EXP 	text_4: autoDraw = False
49.3969 	EXP 	result_box: autoDraw = False
49.3969 	EXP 	text_5: autoDraw = False
49.3969 	EXP 	text_2: autoDraw = True
50.3902 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
50.3903 	EXP 	New trial (rep=0, index=0): None
50.3968 	EXP 	text_2: autoDraw = False
50.3968 	EXP 	text_2: autoDraw = False
50.3968 	EXP 	digit: height = 0.5
50.3968 	EXP 	digit: height = 0.5
50.3968 	EXP 	digit: height = 0.5
50.3968 	EXP 	digit: text = '4'
50.3968 	EXP 	digit: autoDraw = True
51.3966 	EXP 	digit: autoDraw = False
51.3966 	EXP 	digit: autoDraw = False
51.3966 	EXP 	text_3: autoDraw = True
51.4944 	EXP 	New trial (rep=1, index=0): None
51.5014 	EXP 	text_3: autoDraw = False
51.5014 	EXP 	digit: height = 0.5
51.5014 	EXP 	digit: height = 0.5
51.5014 	EXP 	digit: height = 0.5
51.5014 	EXP 	digit: text = '7'
51.5014 	EXP 	digit: autoDraw = True
52.5014 	EXP 	digit: autoDraw = False
52.5014 	EXP 	text_3: autoDraw = True
52.5920 	EXP 	New trial (rep=2, index=0): None
52.5984 	EXP 	text_3: autoDraw = False
52.5984 	EXP 	digit: height = 0.5
52.5984 	EXP 	digit: height = 0.5
52.5984 	EXP 	digit: height = 0.5
52.5984 	EXP 	digit: text = '0'
52.5984 	EXP 	digit: autoDraw = True
53.5985 	EXP 	digit: autoDraw = False
53.5985 	EXP 	text_3: autoDraw = True
53.7016 	EXP 	text_3: autoDraw = False
53.7016 	EXP 	text_4: autoDraw = True
53.7016 	EXP 	result_box: autoDraw = True
53.7016 	EXP 	text_5: autoDraw = True
54.2275 	DATA 	Keypress: 4
54.3222 	DATA 	Keypress: 7
54.7261 	DATA 	Keypress: 9
54.9744 	EXP 	New trial (rep=8, index=0): None
54.9757 	DATA 	Keypress: space
54.9802 	EXP 	text_4: autoDraw = False
54.9802 	EXP 	result_box: autoDraw = False
54.9802 	EXP 	text_5: autoDraw = False
54.9802 	EXP 	text_2: autoDraw = True
55.9737 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
55.9738 	EXP 	New trial (rep=0, index=0): None
55.9794 	EXP 	text_2: autoDraw = False
55.9794 	EXP 	text_2: autoDraw = False
55.9794 	EXP 	digit: height = 0.5
55.9794 	EXP 	digit: height = 0.5
55.9794 	EXP 	digit: height = 0.5
55.9794 	EXP 	digit: text = '3'
55.9794 	EXP 	digit: autoDraw = True
56.9799 	EXP 	digit: autoDraw = False
56.9799 	EXP 	digit: autoDraw = False
56.9799 	EXP 	text_3: autoDraw = True
57.0774 	EXP 	New trial (rep=1, index=0): None
57.0842 	EXP 	text_3: autoDraw = False
57.0842 	EXP 	digit: height = 0.5
57.0842 	EXP 	digit: height = 0.5
57.0842 	EXP 	digit: height = 0.5
57.0842 	EXP 	digit: text = '4'
57.0842 	EXP 	digit: autoDraw = True
58.0837 	EXP 	digit: autoDraw = False
58.0837 	EXP 	text_3: autoDraw = True
58.1750 	EXP 	New trial (rep=2, index=0): None
58.1815 	EXP 	text_3: autoDraw = False
58.1815 	EXP 	digit: height = 0.5
58.1815 	EXP 	digit: height = 0.5
58.1815 	EXP 	digit: height = 0.5
58.1815 	EXP 	digit: text = '8'
58.1815 	EXP 	digit: autoDraw = True
59.1816 	EXP 	digit: autoDraw = False
59.1816 	EXP 	text_3: autoDraw = True
59.2884 	EXP 	text_3: autoDraw = False
59.2884 	EXP 	text_4: autoDraw = True
59.2884 	EXP 	result_box: autoDraw = True
59.2884 	EXP 	text_5: autoDraw = True
59.6352 	DATA 	Keypress: 3
59.8847 	DATA 	Keypress: 4
60.0891 	DATA 	Keypress: 8
60.3143 	EXP 	New trial (rep=9, index=0): None
60.3154 	DATA 	Keypress: space
60.3201 	EXP 	text_4: autoDraw = False
60.3201 	EXP 	result_box: autoDraw = False
60.3201 	EXP 	text_5: autoDraw = False
60.3201 	EXP 	text_2: autoDraw = True
61.3152 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
61.3156 	EXP 	New trial (rep=0, index=0): None
61.3228 	EXP 	text_2: autoDraw = False
61.3228 	EXP 	text_2: autoDraw = False
61.3228 	EXP 	digit: height = 0.5
61.3228 	EXP 	digit: height = 0.5
61.3228 	EXP 	digit: height = 0.5
61.3228 	EXP 	digit: text = '3'
61.3228 	EXP 	digit: autoDraw = True
62.3275 	EXP 	digit: autoDraw = False
62.3275 	EXP 	text_3: autoDraw = True
62.4179 	EXP 	New trial (rep=1, index=0): None
62.4245 	EXP 	text_3: autoDraw = False
62.4245 	EXP 	digit: height = 0.5
62.4245 	EXP 	digit: height = 0.5
62.4245 	EXP 	digit: height = 0.5
62.4245 	EXP 	digit: text = '8'
62.4245 	EXP 	digit: autoDraw = True
63.4242 	EXP 	digit: autoDraw = False
63.4242 	EXP 	text_3: autoDraw = True
63.5154 	EXP 	New trial (rep=2, index=0): None
63.5220 	EXP 	text_3: autoDraw = False
63.5220 	EXP 	digit: height = 0.5
63.5220 	EXP 	digit: height = 0.5
63.5220 	EXP 	digit: height = 0.5
63.5220 	EXP 	digit: text = '9'
63.5220 	EXP 	digit: autoDraw = True
64.5216 	EXP 	digit: autoDraw = False
64.5216 	EXP 	text_3: autoDraw = True
64.6298 	EXP 	text_3: autoDraw = False
64.6298 	EXP 	text_4: autoDraw = True
64.6298 	EXP 	result_box: autoDraw = True
64.6298 	EXP 	text_5: autoDraw = True
64.9476 	DATA 	Keypress: 3
65.0663 	DATA 	Keypress: 8
65.2598 	DATA 	Keypress: 9
65.5103 	DATA 	Keypress: space
65.5155 	EXP 	New trial (rep=10, index=0): None
65.5215 	EXP 	text_4: autoDraw = False
65.5215 	EXP 	result_box: autoDraw = False
65.5215 	EXP 	text_5: autoDraw = False
65.5215 	EXP 	text_2: autoDraw = True
66.5167 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
66.5171 	EXP 	New trial (rep=0, index=0): None
66.5240 	EXP 	text_2: autoDraw = False
66.5240 	EXP 	text_2: autoDraw = False
66.5240 	EXP 	digit: height = 0.5
66.5240 	EXP 	digit: height = 0.5
66.5240 	EXP 	digit: height = 0.5
66.5240 	EXP 	digit: text = '8'
66.5240 	EXP 	digit: autoDraw = True
67.5283 	EXP 	digit: autoDraw = False
67.5283 	EXP 	text_3: autoDraw = True
67.6195 	EXP 	New trial (rep=1, index=0): None
67.6257 	EXP 	text_3: autoDraw = False
67.6257 	EXP 	digit: height = 0.5
67.6257 	EXP 	digit: height = 0.5
67.6257 	EXP 	digit: height = 0.5
67.6257 	EXP 	digit: text = '0'
67.6257 	EXP 	digit: autoDraw = True
68.6253 	EXP 	digit: autoDraw = False
